Date,gucci,patek,versace,balenciaga,saint laurent
2017-01-03,-0.07396509909428839,0.09584887004022916,-0.012702338334017653,0.01199717336299433,-0.1521433720492791
2017-01-04,-0.017412379665771447,-0.13990147048211932,0.0120268065692667,-0.032401930330562954,-0.05356298553722986
2017-01-05,0.04953440514663469,0.11526639018877959,-0.0024677236410728513,0.025039182542762568,-0.03256593895490407
2017-01-06,-0.029794753187191058,-0.09245400010975963,0.02582900072307202,0.05847797529662913,-0.03414895813879651
2017-01-07,0.050821165823104,0.04811664815965396,0.1013518553554133,0.12417369639394843,-0.007856471009212093
2017-01-08,0.23146566458074885,0.7282433016646453,-0.01904112345896627,0.4163915715038503,-0.5089643725344538
2017-01-09,-0.33915947964636256,-0.04828589139020331,-0.19281596768803902,-0.4952553852288734,-0.1713487064538875
2017-01-10,0.08027711273630067,0.09928828444417434,0.016809469393168866,0.07941782462501423,0.12020056553653563
2017-01-11,-0.006373930857969057,0.09859763067041799,0.010002096265750972,0.06517271321458201,0.08603752895490809
2017-01-12,-0.11448931564607637,0.06759980978622473,0.02703897337327412,-0.09835157809571149,0.06494257411447361
2017-01-13,0.05301832059128476,-0.006595271056416619,0.02839915373891866,-0.03143426881205995,0.3687439186409197
2017-01-14,0.1030452782640491,0.17466887438126694,0.1479610576717477,0.057486081038153,-0.31580137220725163
2017-01-15,0.04203634855971168,0.021777458419753176,-0.08617382234178071,0.33696652979511094,0.7229641676180145
2017-01-16,-0.1018146504207389,-0.05287526114897287,-0.19768311108918135,-0.12279893330156691,-0.02083225439466363
2017-01-17,0.027035484756128353,0.0316778929016361,0.018269932560780446,-0.011502702423560413,-0.025257155178693674
2017-01-18,-0.08609064122180402,-0.06796273262542818,-0.03865107724002073,0.2029196388322895,0.12173985673896882
2017-01-19,-0.005715791008698672,-0.0316356278929652,0.045272235749151526,0.06806162265695404,-0.04645384526501016
2017-01-20,0.04352245200904124,0.05415810812405215,0.025627081149790513,-0.05439558471740972,-0.03916139332823523
2017-01-21,0.0786002873162871,0.0961876676201965,0.14672925477013302,0.1043549323665009,0.20272321182923791
2017-01-22,0.042923428082210925,0.11357422086794891,-0.13328337902933626,0.2912078098926334,0.06799756608771652
2017-01-23,-0.09861973165476345,-0.15437638809035484,-0.17236288757786758,-0.15747951931780724,-0.02753830720912409
2017-01-24,-0.019472148671766443,0.05061790211211156,0.05136506636507332,0.04633316440834576,-0.001110684028073343
2017-01-25,-0.00847302199954976,-0.03494483597963555,0.012107850434404275,0.05429752879088518,-0.042148386205487824
2017-01-26,-0.04360899430645966,0.04522171208797769,0.02112530567830135,0.03017316317448528,-0.026225478038016156
2017-01-27,0.02502483648085534,0.055275812984944016,0.031547868688583454,0.06005685567366345,0.025183261461339826
2017-01-28,0.1460071746715303,0.07163813630984517,0.19903912476303173,0.07142603781127946,0.060414242894990956
2017-01-29,-0.022898394431036376,-0.058600802666002136,-0.21905715021516411,0.18147348934939556,-0.2027302644286538
2017-01-30,-0.060620715341184295,-0.1355627071082029,-0.3489297086199399,-0.1758024422406081,-0.030844322228860896
2017-01-31,0.032516829732649105,0.060512014208600175,0.06853313591857227,0.08248942806808679,0.04265894109744954
2017-02-01,-0.08565279127725285,-0.054237065148488466,-0.04675196623651158,0.01823854848039782,-0.07889782900642678
2017-02-02,-0.03169862916802344,0.04995892067745482,0.04639867651468495,0.06472201282085481,0.10057103709676121
2017-02-03,0.053074386718173536,0.045615548026628976,0.039922712170939165,0.0009403901855062832,-0.03449285648024927
2017-02-04,0.07881804945898152,0.06415482539081838,0.1764522094647563,0.13680362858574777,0.06073173587771524
2017-02-05,0.014609411451321379,0.004232955145777727,-0.051658181405497786,0.15563594818022558,-0.48513180256888894
2017-02-06,-0.11768864543267915,-0.21925183917509156,-0.1321690138449572,-0.15765119064007466,-0.12499293712430304
2017-02-07,0.006879746957699884,0.08733845548632861,0.008717688288988588,0.06213922910226102,-0.029223329142908122
2017-02-08,-0.013914239795242693,0.019185366921159637,-0.04594750273816173,-0.021453437751513208,-0.08429731607919651
2017-02-09,-0.01662808315034348,0.0041943969607325365,0.028160911316391424,0.03472883054801777,0.09496901872809893
2017-02-10,0.04847474465070223,0.014788958348525384,-0.024321862467960184,0.053020132801955965,0.04641370811204908
2017-02-11,0.04511291260854613,0.08945627870093004,0.12363123386794203,0.12417991830098815,-0.03679761535414944
2017-02-12,0.08619999876897548,-0.09430890227116262,0.3163156199308105,0.02885269184433119,0.6365399558354351
2017-02-13,-0.13395630245473172,-0.06956515937965671,-0.16319103703256183,-0.18451287648263537,-0.1287932934871011
2017-02-14,-0.01399334308753264,0.02818312399415922,0.028776522837727816,-0.016656393764142928,0.04182382448772737
2017-02-15,0.008993152706109425,0.1317642243083711,-0.039110532259480156,0.05066206031733436,0.04235491424227139
2017-02-16,-0.09353029944491784,-0.0348863129868703,0.05365938968959558,-0.051977139889133675,-0.09124434496761631
2017-02-17,0.055371870892202274,0.009197550440840994,-0.04107175324758122,0.02306726641320071,0.06969219649155285
2017-02-18,0.07746679983569346,0.05200304348478571,0.15393006626286115,0.031186918836741365,0.2508719554222537
2017-02-19,-0.1299036338973037,0.04549889896979077,0.055074491634398925,0.22930253000799122,-0.3509279980472785
2017-02-20,-0.07900192344735393,-0.18494824092616938,-0.23224794287032982,-0.12340172967470828,-0.18255753690674162
2017-02-21,0.08107227265070482,0.0470696656559479,0.011687033711533422,0.034817864351982614,0.005224744308945206
2017-02-22,-0.035342322531595007,-0.05765310794531457,-0.023546913510923858,0.003462837157668649,-0.07457961169127417
2017-02-23,0.026653345957531424,0.04387092246282982,0.010729447730813205,0.046666208965059304,0.04899238119402996
2017-02-24,0.1425912630686697,0.02415548719168065,0.07094569317969346,0.03929467161763478,0.06862232063726148
2017-02-25,0.020263250644360062,0.10598974043558937,0.19447956217707896,0.10258530058962939,-0.04247386820023677
2017-02-26,0.19425918416161847,-0.007598774313123259,-0.016988478571462004,0.09610354998503218,0.3734034713240945
2017-02-27,-0.2931947760397303,-0.04832267444888321,-0.1825187243751005,-0.13879190315631046,-0.027279004805253637
2017-02-28,0.008789040500905732,-0.02957164315345958,-0.027699191303248043,0.06367625194159894,0.07637440595580347
2017-03-01,-0.12053777202287133,-0.04058598978787659,-0.017527733617027592,-0.02391583255779746,0.10361603409586712
2017-03-02,-0.019773622208483638,0.016502414491019222,0.042142694452378046,0.012827893228050764,-0.13667577143790965
2017-03-03,0.01804955424558054,0.05107556403834328,0.01244348205664544,-0.039532426190031944,0.038660188522621555
2017-03-04,0.11231571689737518,0.057601858777295935,0.13725719081671436,0.07525175978302784,0.13432193381749066
2017-03-05,0.23871787573632514,-0.06789724509054768,0.017920097132479256,0.17998823978503556,-0.647462923681244
2017-03-06,-0.005922484340602607,-0.019004884996616924,-0.17179824993035475,-0.18974994445684235,0.03361824035854005
2017-03-07,-0.01723531002633255,-0.020640438294637693,0.0017706773459818248,-0.00846543089220684,0.25192559541331194
2017-03-08,-0.03642986851465352,-0.02476197650085122,0.005205377741899799,-0.09259101269308814,-0.15004064644912102
2017-03-09,-0.0877871149842446,0.0119525440546117,-0.004468822400184956,-0.02432653110447352,-0.2267558554307274
2017-03-10,0.014837684309679435,0.08901194936919023,0.015381654716311659,0.03596683016374661,0.1935358550613879
2017-03-11,0.07901414049513786,0.0191297420239218,0.11297961770620764,0.12298889391712989,-0.1328746849210147
2017-03-12,-0.05847980410693973,-0.048180721700849784,-0.07387995364983868,0.004717925615625208,0.5712203218478412
2017-03-13,-0.034297512980945466,-0.08474176429220946,-0.31351440541645753,-0.20704389114576172,0.0751705489455835
2017-03-14,-0.019781318059620995,0.002218926551731174,0.03561946905019797,-0.10947892847013198,-0.030052738754359043
2017-03-15,-0.0353761990001515,-0.07022726369703465,-0.03585150794167396,-0.10461776789176494,0.0068697040504784035
2017-03-16,-0.04495036480644377,0.05847274473449075,0.09713359410983799,-0.10755851403284603,-0.1210395991323802
2017-03-17,0.0396452089867372,0.02319192564035468,-0.010112856848977204,-0.058056789680084125,0.05680659810334168
2017-03-18,0.08622075389175282,0.11449887937661664,0.1246907085099012,0.03020050354514725,0.21714443010832302
2017-03-19,0.002955236994011061,-0.15729838871160773,0.20065655042905944,0.2452978341709897,0.06150765468403393
2017-03-20,-0.05564145304874746,-0.1554484411246434,-0.07553388704667338,-0.022495381092671463,0.04758209980923408
2017-03-21,-0.0015996179166831437,-0.0014173688822468593,0.0677157382295165,0.01625097393914326,-0.06629896550910139
2017-03-22,-0.049311891905737024,0.277640521502252,-0.12641745731628784,0.03940243642255084,-0.013632067409769633
2017-03-23,-0.028452427976122963,-0.09903915969191622,0.005908010561220006,0.01762861056996628,0.025893872008710243
2017-03-24,0.034180234110858326,0.03465747373141854,0.011168380128402877,0.05086601639274621,0.011743845032138857
2017-03-25,0.0740735088225978,0.004242795385525973,0.1323441559670583,0.0745030031392491,0.06633026625953264
2017-03-26,0.04199900138539799,0.07087003596143897,-0.06393380270766323,0.1888696901490056,-0.03728104924723331
2017-03-27,-0.1109054420858292,-0.11593531635800097,-0.17786440529994085,-0.14708267701303607,-0.005195245694460164
2017-03-28,-0.008196119621992515,0.05847907281608568,0.09220843845869864,0.0535845102803964,-0.029534754784001298
2017-03-29,0.0011497535902842415,-0.02137167305046562,-0.01588463028314751,0.052582279667623896,0.03861830791414322
2017-03-30,-0.05575279782048208,-0.04017224193179531,-0.051406630033827706,0.01924349094572378,-0.023336094089871313
2017-03-31,0.0290405108983276,0.01175912998702784,-0.0024033281346513176,-0.014287950489606994,0.03396489474016273
2017-04-01,0.06312623217042328,0.10290778964509739,0.09055276492190044,0.12349687371109963,0.022596041269751944
2017-04-02,0.06271733526067706,-0.4361856369470876,0.05958977521017347,0.095597125676191,-0.20302038681943818
