,Tot_Streams,Best_Rank,Top_Category,%Stream,Best_Rank_Moment,Best_Rank_Moment_5_Day
2017-11-29,1081226,10,0,0.010772859451570421,0.0,-0.2
2017-11-30,1102380,9,0,0.010906299563830133,1.0,-0.2
2017-12-01,1137134,10,0,0.010034058127569965,-1.0,-0.2
2017-12-02,1084905,10,0,0.00997612517994115,0.0,0.0
2017-12-03,969283,10,0,0.009640967667757098,0.0,0.0
2017-12-04,963526,15,0,0.009196056963163307,-1.0,-0.2
2017-12-05,991186,13,0,0.009308854906580583,1.0,-0.2
2017-12-06,980094,12,0,0.0092574643545061,1.0,0.2
2017-12-07,1028105,10,0,0.00954971656632949,1.0,0.4
2017-12-08,1048400,11,0,0.009301139573242885,-1.0,0.2
2017-12-09,959215,9,0,0.008740341729442925,1.0,0.6
2017-12-10,876701,9,0,0.00877428563765074,0.0,0.4
2017-12-11,876685,13,0,0.008654322346772537,-1.0,0.0
2017-12-12,909499,14,0,0.008654173654677728,-1.0,-0.4
2017-12-13,914584,13,0,0.008705602139654751,1.0,0.0
2017-12-14,937514,13,0,0.008852514541631433,0.0,-0.2
2017-12-15,936587,14,0,0.007867661443192748,-1.0,-0.4
2017-12-16,919724,11,0,0.008048765794185836,1.0,0.0
2017-12-17,835474,11,0,0.008275999492508438,0.0,0.2
2017-12-18,856890,15,0,0.008080129568732927,-1.0,-0.2
2017-12-19,893005,14,0,0.0082115129714374,1.0,0.0
2017-12-20,902958,14,0,0.008214518921432441,0.0,0.2
2017-12-21,915136,12,0,0.00815692715051585,1.0,0.2
2017-12-22,906020,22,0,0.007191687932148097,-1.0,0.0
2017-12-23,863193,19,0,0.007154717037432437,1.0,0.4
2017-12-24,805735,26,0,0.00599204304338479,-1.0,0.0
2017-12-25,639951,46,0,0.004064007971552357,-1.0,-0.2
2017-12-26,781617,11,0,0.008955383943710173,1.0,-0.2
2017-12-27,837724,11,0,0.009126477633754411,0.0,0.0
2017-12-28,873955,11,0,0.009395251154766996,0.0,-0.2
2017-12-29,854337,11,0,0.009134271797148787,0.0,0.0
2017-12-30,849001,11,0,0.009266830820722617,0.0,0.2
2017-12-31,853803,11,0,0.008272652811362233,0.0,0.0
2018-01-01,785460,13,0,0.008722393647979512,-1.0,-0.2
2018-01-02,751031,18,0,0.008303865410313098,-1.0,-0.4
2018-01-03,787368,16,0,0.008239499093440366,1.0,-0.2
2018-01-04,779618,17,0,0.008217445884108566,-1.0,0.0
2018-01-05,812068,21,0,0.008014528452248103,-1.0,0.0
2018-01-06,788794,18,0,0.008132046218291904,1.0,0.0
2018-01-07,727259,19,0,0.00807245232949832,-1.0,0.0
2018-01-08,758000,25,0,0.007657821848755796,-1.0,0.0
2018-01-09,777788,27,0,0.007582640134503956,-1.0,0.0
