,gucci,patek,versace,balenciaga,saint laurent
2017-01-02,0.04331385706925998,-0.033415996919844065,-0.005264709440107939,0.06993316304659321,0.1394325073532368
2017-01-03,-0.03065124202502841,0.09118281545458425,-0.013581549184723969,0.015666116744399456,-0.012710864696042302
2017-01-04,-0.02074346709817023,-0.12240967479682559,0.010056281139038782,-0.04233436382656077,-0.02363644083650364
2017-01-05,0.05331963753278302,0.08937363751980264,0.0005884083723753501,0.011643660432063243,-0.002280502698725329
2017-01-06,-0.004497277094895756,-0.06627029969904054,0.02383140972388164,0.05542543987122498,0.013605652055778678
2017-01-07,0.04531927161515071,0.024175230531987203,0.10771271547446269,0.11974684607850566,0.004494389587839267
2017-01-08,0.24734946864986115,0.759240658887894,-0.0016986616569194556,0.4014619983140431,-0.5198346937083564
2017-01-09,-0.26535678540394486,0.041732149309388185,-0.20368197933009027,-0.535634211210415,-0.3944960767375905
2017-01-10,-0.03831886430213666,0.05222209808380065,-0.01595948332804937,-0.03037109787629876,-0.04286370443178239
2017-01-11,0.034552381506659735,0.048337777823784255,0.026668247082161273,0.07139819956576851,0.06499462148755318
2017-01-12,-0.020973123380278874,0.023004209307945948,0.01862251209800185,-0.08827998654001525,-0.03338279385320575
2017-01-13,-0.002572348685311358,0.0031535819260690872,0.039788250058412584,-0.03371617768312148,0.24025236857504756
2017-01-14,0.0874941966658636,0.024876904755404477,0.14754328603017772,0.07410797215372183,-0.16402500318716323
2017-01-15,0.21871218656435243,0.09800721166415931,-0.0544041500593913,0.356631131368899,0.6928373506064437
2017-01-16,-0.257814912578095,-0.09310524106395238,-0.2297146709765372,-0.1331434052104726,0.15651793124905386
2017-01-17,-0.026104651993726948,0.023558927096474374,-0.004753828986540443,-0.08694881246994847,-0.02958122401757408
2017-01-18,-0.024220431893788925,-0.07112734401558413,-0.028307033274347627,0.16184302545041396,0.0040334252319025364
2017-01-19,0.019169916107720123,-0.0472528848505455,0.03102627356310068,0.03882767001173723,-0.02385914748299031
2017-01-20,0.02561839571466375,0.06125693293456206,0.042531327075965755,-0.11647860424180312,-0.00709222830949191
2017-01-21,0.08510744763172111,0.09174100901288797,0.14284056253561195,0.043220771467673454,0.019965431245698006
2017-01-22,0.18196094581201822,0.1588759382192738,-0.0995832557944667,0.2537908802605703,0.04327817226191628
2017-01-23,-0.24994259261981666,-0.15945280584415492,-0.21535157521889536,-0.21553662105977428,-0.006184047855675517
2017-01-24,-0.04909342421724498,0.016595516780518942,0.038655816975093606,-0.04821780891198713,-0.004491866059088102
2017-01-25,0.00761424998524544,-0.02296312150844882,0.023513206692715484,0.00930239266231363,-0.03260225834715263
2017-01-26,0.02435337340807694,0.01784219993355835,0.017992568865880465,-0.003976148379639406,-0.02353049741019416
2017-01-27,0.0018489989859472242,0.07524822313245356,0.038479738600669604,0.025566780972006927,0.018284201494889022
2017-01-28,0.14158080555246627,0.04601483754887765,0.20191781166793568,0.03747659909461385,0.06340550078646942
2017-01-29,0.11971499068646932,-0.009350391416931003,-0.178813720632374,0.1413673083838254,-0.18186885919718707
2017-01-30,-0.2220514001527587,-0.1791549754418049,-0.4115561994828987,-0.23064831866730345,-0.09075077441472605
2017-01-31,0.0,0.04532678085621045,0.028929698300692218,0.015556620796523141,0.03816717677814448
2017-02-01,-0.02700434119167487,-0.03863779270541394,-0.021869658889967114,-0.001343183546467737,-0.030988395051138807
2017-02-02,0.008479760079114993,0.035718082602079246,0.022852459951875227,0.04275560775564991,0.06306210989025336
2017-02-03,0.016746802866560606,0.07055111099196498,0.06281798488912356,-0.022794865193111778,-0.04112985475414162
2017-02-04,0.13464287434392835,0.061810006484367096,0.17165602559653512,0.10674295885222485,0.09537379505928455
2017-02-05,0.09722344159947863,0.04644549721017794,-0.010694833397921044,0.12408924846308636,-0.444380524357838
2017-02-06,-0.25709287888908244,-0.25597820430220364,-0.16188412719721504,-0.2177430152052973,-0.2654444000438919
2017-02-07,-0.01594147799768815,0.05410046871438173,-0.0009237875945637716,-0.006523180339123484,-0.08360661878418116
2017-02-08,0.01715728361857791,0.039887985758889334,-0.04344403658699856,-0.044154329416741966,-0.06088836967501237
2017-02-09,0.03169174043491693,0.0017236430581650374,0.017225306281879342,0.016955306150431445,0.0395656002061911
2017-02-10,0.010538739225543497,0.028856316192684812,-0.013371736965889195,0.043427876688531916,0.0057306747089850745
2017-02-11,0.08375428264424704,0.06999627198364687,0.1126416361559648,0.10851073202752218,0.0515075571459318
2017-02-12,0.1530217656572553,-0.031786213715342924,0.3477883395365484,-0.002492468675310136,0.6854452145281118
2017-02-13,-0.2544028266530095,-0.12679444078334592,-0.11370824722649411,-0.23651865480436654,0.07397744454228516
2017-02-14,-0.05045129411950866,0.02348798130721376,-0.023384834522412534,-0.05040555478431252,-0.00254291300411236
2017-02-15,0.048077405764346215,0.13768940277318625,-0.005582708149157512,0.06858126415452989,-0.03695720425822693
2017-02-16,-0.021622464013165657,-0.005200219727107264,0.02488034352130023,-0.02924184959449753,-0.026097165223473842
2017-02-17,-0.0012150669781679343,-0.01364850583156004,-0.0130541187324577,0.03355529984821686,0.039872391247377355
2017-02-18,0.08391642030924687,0.05451220959667532,0.12954697851830507,0.04488832124813425,0.09560625678650254
2017-02-19,-0.018162832193507738,0.060846209250443664,0.10076807999912285,0.23277898629343102,-0.3483820510016447
2017-02-20,-0.27606193113650296,-0.1882474237213843,-0.24424286026189665,-0.14548187052424755,-0.2979222207982259
