,Tot_Streams,Best_Rank,Top_Category,%Stream,Best_Rank_Moment,Best_Rank_Moment_5_Day
2017-07-14,398535,60,5,0.0038132209763349803,-1.0,-0.6
2017-07-15,389170,56,5,0.003936339745982131,1.0,-0.2
2017-07-16,356514,54,5,0.004013183256454719,1.0,0.0
2017-07-17,367504,57,5,0.003832159057875149,-1.0,-0.2
2017-07-18,367390,62,5,0.003766069079931149,-1.0,-0.2
2017-07-19,369465,60,5,0.003825736766136444,1.0,0.2
2017-07-20,360591,64,5,0.003686806422679329,-1.0,-0.2
2017-07-21,365363,93,5,0.0031940872454410255,-1.0,-0.6
2017-07-22,357638,68,5,0.0035636299378992856,1.0,-0.2
2017-07-23,328655,65,5,0.003717545285578977,1.0,0.2
2017-07-24,342410,74,5,0.0035814189112934173,-1.0,-0.2
2017-07-25,350925,73,5,0.003563915835831062,1.0,0.2
2017-07-26,351285,70,5,0.0035998664764500575,1.0,0.6
2017-07-27,350426,68,5,0.003605962160107844,1.0,0.6
2017-07-28,354258,75,5,0.003516439701533125,-1.0,0.2
2017-07-29,344840,68,5,0.003626946144162043,1.0,0.6
2017-07-30,318719,67,5,0.0037079579341834936,1.0,0.6
2017-07-31,329671,70,5,0.003542163169610866,-1.0,0.2
2017-08-01,328189,74,5,0.003480626055590643,-1.0,-0.2
2017-08-02,327712,72,5,0.0035022331074951265,1.0,0.2
2017-08-03,331984,69,5,0.003537222483797515,1.0,0.2
2017-08-04,338978,70,5,0.0034596807036144945,-1.0,-0.2
2017-08-05,329077,68,5,0.003530655554663502,1.0,0.2
2017-08-06,309835,65,5,0.003682983395924299,1.0,0.6
2017-08-07,312987,70,5,0.0034966508402197688,-1.0,0.2
2017-08-08,318499,72,5,0.003453754322980807,-1.0,-0.2
2017-08-09,328124,68,5,0.003506872679137908,1.0,0.2
2017-08-10,328404,70,5,0.0034841521387213767,-1.0,-0.2
2017-08-11,331939,73,5,0.003382688904392332,-1.0,-0.6
2017-08-12,321029,67,5,0.003487368014772938,1.0,-0.2
2017-08-13,299564,65,5,0.0035429455899479143,1.0,0.2
2017-08-14,311170,75,5,0.003448295961999661,-1.0,-0.2
2017-08-15,318995,76,5,0.0034564644597123843,-1.0,-0.2
2017-08-16,337876,66,5,0.0036527958495064456,1.0,0.2
2017-08-17,335184,67,5,0.003599264065697694,-1.0,-0.2
2017-08-18,342344,69,5,0.003492629799635636,-1.0,-0.6
2017-08-19,326951,72,5,0.0034711871538418435,-1.0,-0.6
